id,program_name,program_type,match_level,confidence,evidence_url,last_verified,notes
56804,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
56805,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
56806,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
56807,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
56808,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
56948,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
56949,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
56950,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
56951,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
56952,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
57164,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
57165,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
57166,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
57167,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
57476,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
57477,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
57478,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
57479,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
57480,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
57481,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
57482,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
57483,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
57484,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
57485,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
57486,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
57487,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
57488,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
57489,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
57490,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
57491,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
57492,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
57911,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
57912,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
57913,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
58029,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
58030,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
58031,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
58190,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
58543,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
58544,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
58545,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
58546,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
58547,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
58548,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
58549,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
58550,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
58551,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
58552,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
58553,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
58554,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
58555,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
58556,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
58557,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
58558,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
59044,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
59045,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
59046,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
59047,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
59048,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
59149,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
59308,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
59309,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
59310,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
59311,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
59418,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
59513,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
59514,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
59515,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
59516,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
59947,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
59948,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
59949,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
59950,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
59951,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
59952,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
59953,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
59954,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
59955,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
59956,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
59957,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
59958,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
59959,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
59960,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
59961,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
59962,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
59963,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
59964,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
59965,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
59966,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
59967,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
59968,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
59969,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
59970,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
59971,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
60466,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
60813,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
60814,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
60815,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
60816,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
60817,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
60818,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
60819,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
60820,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
60821,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
60822,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
60823,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
60824,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
60825,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
60826,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
60827,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
60828,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
60829,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
60830,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
60831,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
60832,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
60833,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
61288,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
61289,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
61290,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
61291,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
61599,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
61600,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
61601,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
61602,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
61603,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
61764,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
61765,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
61766,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
61767,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
61897,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
61898,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
62107,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
62199,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
62941,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
62942,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
62943,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
63065,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
63066,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
63150,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
63232,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
63487,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
63488,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
63615,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
63743,Flashfood,food_waste_discount,chain,medium,https://flashfood.com/,2026-04-29,Chain logo presence; verify by location page before promotion copy
